name	description	pvalue
Hs~Ref:NM_153012.1~uORF:IOH12147	Tumor necrosis factor ligand superfamily member 12	0.3325076613831549
Hs~Ref:NM_006658.1~uORF:IOH21548	chromosome 7 open reading frame 16 (C7orf16)	0.33254580679487133
Hs~Ref:NM_024060.2~uORF:IOH54639	AHNAK nucleoprotein (AHNAK), transcript variant 2	0.33255893537136116
Hs~Ref:NM_002931.3~uORF:IOH27050	ring finger protein 1 (RING1)	0.332904618068368
Hs~Ref:NM_001322.2~uORF:IOH40727	cystatin SA (CST2)	0.3329225804540766
Hs~MGC:BC018823.2~uORF:IOH14860	splicing factor, arginine/serine-rich 5 (SFRS5)	0.3329379132071315
Hs~Ref:NM_003179.2~uORF:IOH54998	Synaptophysin	0.3330400244677375
Hs~MGC:BC017115.1~uORF:IOH10111	DNA-directed RNA polymerase I subunit RPA1	0.3330705905072177
Hs~MGC:BC032382.1~uORF:IOH21661	similar to pleckstrin homology domain containing, family M (with RUN domain) member 1; adapter protein 162, mRNA, complete cds.	0.33311094750416664
Hs~MGC:BC030711.2~uORF:IOH22414	Aprataxin and PNK-like factor	0.33311465900596443
Hs~MGC:BC009015.1~uORF:IOH3279	serpin peptidase inhibitor, clade B (ovalbumin), member 1 (SERPINB1)	0.3332633884338026
Hs~Ref:NM_019884.2~uORF:IOH11473	glycogen synthase kinase 3 alpha (GSK3A)	0.3332804990713385
Hs~MGC:BC063111.1~uORF:IOH40740	gamma-glutamyltransferase 6 homolog (rat) (GGT6)	0.33331597184777273
Hs~Ref:NM_145237.1~uORF:IOH6581	similar to RNA polymerase I transcription factor RRN3 (LOC94431)	0.3333696757368947
Hs~MGC:BC068496.1~uORF:IOH62478	TBC domain-containing protein kinase-like protein	0.33343202539811095
Hs~MGC:BC010876.1~uORF:IOH9862	nei endonuclease VIII-like 1 (E. coli) (NEIL1)	0.33343701400405895
Hs~MGC:BC009644.1~uORF:IOH9983	protein phosphatase 1M (PP2C domain containing) (PPM1M)	0.3334413874651821
Hs~Ref:NM_018154.2~uORF:IOH56957	Histone chaperone ASF1B	0.33367068793536575
Hs~Ref:NM_014249.2~uORF:IOH34779	Photoreceptor-specific nuclear receptor	0.33368542543503893
Hs~MGC:BC021241.2~uORF:IOH14238	keratin 81 (KRT81)	0.3339237537819199
Hs~Ref:NM_000880.2~uORF:IOH26652	interleukin 7 (IL7)	0.3341146921344545
Hs~MGC:BC040558.1~uORF:IOH27718	dynein, cytoplasmic 2, light intermediate chain 1 (DYNC2LI1)	0.3342630272005885
Hs~Ref:NM_002530.1~N/A	NT-3 growth factor receptor	0.3342969797411664
Hs~Ref:NM_017830.1~uORF:IOH3035	OCIA domain containing 1 (OCIAD1), transcript variant 1	0.3343928637764799
Hs~Ref:NM_015646.1~uORF:IOH2916	RAP1B, member of RAS oncogene family (RAP1B), transcript variant 1	0.3343977373992522
Hs~Ref:NM_012388.1~uORF:IOH3029	pallidin homolog (mouse) (PLDN)	0.33441693879825424
Hs~MGC:BC053984.1~uORF:IOH29361	immunoglobulin heavy variable 4-31 (IGHV4-31)	0.33444529345616736
Hs~Ref:NM_003847.1~uORF:IOH9834	peroxisomal biogenesis factor 11A (PEX11A)	0.3344977170306187
Hs~Ref:NM_016186.1~uORF:IOH12195	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10 (SERPINA10), transcript variant 1	0.33449772786168036
Hs~Ref:NM_004755.2~CAT:PV3681	ribosomal protein S6 kinase, 90kDa, polypeptide 5 (RPS6KA5), transcript variant 1	0.334722476795397
Hs~MGC:BC040981.2~uORF:IOH27624	hypothetical protein FLJ30934 (FLJ30934)	0.33503093338430595
Hs~Ref:NM_004448.1~N/A	Receptor tyrosine-protein kinase erbB-2	0.33505712287917244
Hs~MGC:BC027486.1~uORF:IOH22849	hCG2020170 (hCG_2020170)	0.33507880742082036
Hs~MGC:BC000453.2~uORF:IOH3516	pericentriolar material 1 (PCM1)	0.33515422499618985
Hs~Ref:NM_181656.1~uORF:IOH41475	chromosome 17 open reading frame 58 (C17orf58), transcript variant 2	0.33519151229360467
Hs~Ref:NM_019895.1~uORF:IOH11450	claudin domain containing 1 (CLDND1), transcript variant 2	0.33520179740352285
Hs~Ref:NM_003404.2~uORF:IOH3955	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide (YWHAB), transcript variant 1	0.3352338985157217
Hs~Ref:NM_033199.1~uORF:IOH10099	Urocortin-2	0.33525921323382846
Hs~MGC:BC012760.2~uORF:IOH62834	Glycogen synthase kinase-3 beta	0.33526159514573745
Hs~MGC:BC036094.1~uORF:IOH27258	G antigen 1 (GAGE1)	0.33530857793803137
Hs~Ref:NM_002754.3~CAT:PV3656	mitogen-activated protein kinase 13 (MAPK13)	0.33539575435986957
Hs~MGC:BC007811.2~uORF:IOH40618	hypothetical protein FLJ22795 (FLJ22795)	0.33542494135141426
Hs~Ref:NM_000411.4~uORF:IOH29186	holocarboxylase synthetase (biotin-(proprionyl-Coenzyme A-carboxylase (ATP-hydrolysing)) ligase) (HLCS)	0.3354935431054188
Hs~MGC:NM_174896.2~uORF:IOH23052	chromosome 1 open reading frame 162 (C1orf162)	0.33551263390989877
Hs~Ref:NM_001006605.1~uORF:IOH45941	family with sequence similarity 69, member A (FAM69A)	0.3357336629938673
Hs~Ref:NM_014255.3~uORF:IOH45647	transmembrane protein 4 (TMEM4)	0.3357607749697384
Hs~Ref:NM_145045.1~uORF:IOH13104	Coiled-coil domain-containing protein 151	0.33583194873414024
Hs~MGC:BC011454.1~uORF:IOH9647	angiomotin like 2 (AMOTL2)	0.3360759268816599
Hs~Ref:NM_017971.1~uORF:IOH13615	mitochondrial ribosomal protein L20 (MRPL20), nuclear gene encoding mitochondrial protein	0.33620049146328734
Hs~Ref:NM_002412.1~uORF:IOH3104	O-6-methylguanine-DNA methyltransferase (MGMT)	0.33627339573203396
Hs~Ref:NM_000992.2~uORF:IOH1702	60S ribosomal protein L29	0.3363345895144165
Hs~MGC:BC007242.1~uORF:IOH6808	ets variant gene 4 (E1A enhancer binding protein, E1AF) (ETV4)	0.33652989536268557
Hs~Ref:NM_022458.2~uORF:IOH10735	limb region 1 homolog (mouse) (LMBR1)	0.33666900565822494
Hs~MGC:BC031300.1~uORF:IOH23207	chromosome 21 open reading frame 2 (C21orf2)	0.3366854916311035
Hs~MGC:BC040545.1~uORF:IOH62182	Fermitin family homolog 1	0.33671577596843416
Hs~MGC:BC025383.2~uORF:IOH11203	Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2	0.3367668424513054
Hs~MGC:BC024267.1~uORF:IOH13225	TNF receptor-associated factor 7 (TRAF7)	0.3371670158595039
Hs~MGC:BC070089.1~uORF:IOH40551	leucine rich repeat containing 8 family, member E (LRRC8E)	0.33726481897345545
Hs~MGC:BC008699.1~uORF:IOH6051	cDNA clone MGC:15427 IMAGE:2822641, complete cds	0.3372701786623743
Hs~Ref:NM_006002.2~uORF:IOH11751	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) (UCHL3)	0.33731136967488445
Hs~MGC:BC008567.1~uORF:IOH3328	chromosome 21 open reading frame 7 (C21orf7)	0.33734027463900423
Hs~Ref:NM_144675.1~uORF:IOH11144	GSG1-like (GSG1L), transcript variant 2, mRNA.	0.3374619119455666
Hs~Ref:NM_002503.2~uORF:IOH11051	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta (NFKBIB), transcript variant 1	0.3375358470061143
Hs~Ref:NM_016167.3~uORF:IOH40609	nucleolar protein 7, 27kDa (NOL7)	0.33772997708914704
Hs~Ref:NM_017841.1~uORF:IOH5201	chromosome 11 open reading frame 79 (C11orf79)	0.33776946499038357
Hs~Ref:NM_024076.1~uORF:IOH4559	potassium channel tetramerisation domain containing 15 (KCTD15)	0.3378063804277221
Hs~Ref:NM_032342.1~uORF:IOH6569	chromosome 9 open reading frame 125 (C9orf125)	0.3378143450494319
Hs~Ref:NM_005339.3~uORF:IOH13913	huntingtin interacting protein 2 (HIP2)	0.33787511897949696
Hs~MGC:BC050351.1~uORF:IOH62378	Phosphofurin acidic cluster sorting protein 2	0.33787991164618075
Hs~Ref:NM_000200.1~uORF:IOH12986	histatin 3 (HTN3)	0.33811609762163586
Hs~MGC:BC036123.1~uORF:IOH27289	stromal membrane-associated protein 1 (SMAP1)	0.33817747960725414
Hs~Ref:NM_033046.1~uORF:IOH10325	rhotekin (RTKN), transcript variant 2	0.33827942376931946
Hs~Ref:NM_015963.4~uORF:IOH40797	THAP domain containing 4 (THAP4)	0.33831542618696203
Hs~Ref:NM_173852.3~uORF:IOH22704	keratinocyte associated protein 2 (KRTCAP2)	0.3383462138478966
Hs~MGC:BC032866.2~uORF:IOH27132	eukaryotic translation initiation factor 5 (EIF5)	0.3384453027845406
Hs~MGC:BC029811.1~uORF:IOH22776	hypothetical protein FLJ32658 (FLJ32658)	0.33851606223136943
Hs~MGC:BC009259.1~uORF:IOH13329	Homeobox-containing protein 1	0.3385501107600874
Hs~MGC:BC047883.2~uORF:IOH26992	SEC31 homolog A (S. cerevisiae) (SEC31A)	0.3385541201939888
Hs~MGC:BC002737.1~uORF:IOH5347	vesicle-associated membrane protein 2 (synaptobrevin 2) (VAMP2)	0.33856163331306327
Hs~MGC:BC000478.2~uORF:IOH3690	heat shock 70kDa protein 9 (mortalin) (HSPA9)	0.3385749665204665
Hs~Ref:NM_025104.2~uORF:IOH59472	Protein DBF4 homolog B	0.3386624818194223
Hs~Ref:XM_376764.2~uORF:IOH40703	paraneoplastic antigen MA2 (PNMA2)	0.3387366230277753
Hs~Ref:NM_004701.2~uORF:IOH41218	cyclin B2 (CCNB2)	0.33875811760350544
Hs~MGC:BC000314.1~uORF:IOH3485	Reticulon-1	0.3388545196611471
Hs~Ref:NM_004714.1~CAT:PV4649	Dual specificity tyrosine-phosphorylation-regulated kinase 1B	0.33890472287897005
Hs~Ref:NM_014364.1~uORF:IOH22295	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic (GAPDHS)	0.3389051421367523
Hs~MGC:BC068460.1~uORF:IOH40106	thiamin pyrophosphokinase 1 (TPK1)	0.33898932148118727
Hs~MGC:BC002369.1~N/A	Serine/threonine-protein kinase PLK1	0.339084782872
Hs~Ref:NM_001047.1~uORF:IOH7304	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1) (SRD5A1)	0.3393934139037254
Hs~MGC:BC056907.1~uORF:IOH29059	cDNA clone MGC:65154 IMAGE:5122136, complete cds	0.33941479420814163
Hs~Ref:NM_017592.1~uORF:IOH44564	Mediator of RNA polymerase II transcription subunit 29	0.3394155546037632
Hs~MGC:BC047690.1~uORF:IOH28834	Ras-related protein M-Ras	0.3396092632057329
Hs~Ref:NM_007240.1~uORF:IOH6325	dual specificity phosphatase 12 (DUSP12)	0.3397395455378242
Hs~Ref:NM_016282.2~uORF:IOH11046	adenylate kinase 3 (AK3)	0.33980991868173915
Hs~Ref:NM_145293.1~uORF:IOH11848	Putative elongation factor 1-delta-like protein	0.3398486936332337
Hs~MGC:BC013112.2~uORF:IOH21474	solute carrier family 23 (nucleobase transporters), member 2 (SLC23A2)	0.33994185685720246
Hs~Ref:NM_001744.2~uORF:IOH13877	calcium/calmodulin-dependent protein kinase IV (CAMK4)	0.33994211704291133
Hs~Ref:NM_004869.2~uORF:IOH2268	vacuolar protein sorting 4 homolog B (S. cerevisiae) (VPS4B)	0.3399501715597953
Hs~MGC:BC022251.1~uORF:IOH12839	zinc finger, AN1-type domain 1 (ZFAND1)	0.34007326615873795
Hs~Ref:NM_002983.1~uORF:IOH29648	chemokine (C-C motif) ligand 3 (CCL3)	0.3402372844565204
Hs~MGC:BC004341.1~uORF:IOH5560	Coiled-coil domain-containing protein 51	0.3403566105601242
Hs~Ref:NM_001167.2~uORF:IOH21984	baculoviral IAP repeat-containing 4 (BIRC4)	0.34040962942427094
Hs~MGC:BC053320.1~uORF:IOH29401	C-terminal binding protein 1 (CTBP1)	0.34041563194380436
Hs~MGC:BC025742.1~uORF:IOH11762	Integral membrane protein 2C	0.34043199849250805
Hs~Ref:NM_025241.1~uORF:IOH41143	UBX domain containing 1 (UBXD1)	0.3407409305425558
Hs~Ref:NM_002924.2~uORF:IOH11294	Regulator of G-protein signaling 7	0.34092519571122454
Hs~Ref:NM_138316.2~uORF:IOH59336	Pantothenate kinase 1	0.3409711130093671
Hs~MGC:BC010167.2~uORF:IOH13169	chromosome 14 open reading frame 172 (C14orf172)	0.34102177516646287
Hs~Ref:NM_002624.2~uORF:IOH45929	prefoldin subunit 5 (PFDN5), transcript variant 1	0.3410244155896079
Hs~MGC:BC008042.2~uORF:IOH57013	Tumor necrosis factor ligand superfamily member 13	0.34103634401515737
Hs~MGC:BC007526.1~uORF:IOH6827	chromosome X open reading frame 34 (CXorf34)	0.3411010824875307
Hs~Ref:NM_178493.3~uORF:IOH29141	notum pectinacetylesterase homolog (Drosophila) (NOTUM)	0.34127022807291985
Hs~MGC:BC041037.1~uORF:IOH28003	immunoglobulin heavy constant mu (IGHM)	0.34130103781742627
Hs~Ref:NM_004549.2~uORF:IOH5873	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa (NDUFC2)	0.3413910925647214
Hs~MGC:BC063275.1~uORF:IOH40423	eukaryotic translation initiation factor 2C, 1 (EIF2C1)	0.3414057453520347
Hs~Ref:NM_002827.2~uORF:IOH14245	protein tyrosine phosphatase, non-receptor type 1 (PTPN1)	0.3414452825908753
Hs~Ref:NM_004649.1~uORF:IOH5054	chromosome 21 open reading frame 33 (C21orf33), nuclear gene encoding mitochondrial protein, transcript variant 1	0.3415281862754781
Hs~MGC:BC008656.1~uORF:IOH3347	Spermatogenesis-associated protein 7	0.34157115027237384
Hs~Ref:NM_005112.4~uORF:IOH21634	WD repeat domain 1 (WDR1), transcript variant 2	0.3416288245940236
Hs~Ref:NM_023937.1~uORF:IOH4594	mitochondrial ribosomal protein L34 (MRPL34), nuclear gene encoding mitochondrial protein	0.34163504017564694
Hs~MGC:BC063390.1~uORF:IOH61531	hypothetical protein LOC51233, mRNA (cDNA clone MGC:75009 IMAGE:5170001), complete cds.	0.34174321178086203
Hs~MGC:BC001375.1~uORF:IOH3976	Cytosolic non-specific dipeptidase	0.34191240413862123
Hs~Ref:NM_138454.1~uORF:IOH12871	nucleoredoxin-like 1 (NXNL1)	0.3419335854560204
Hs~MGC:BC025727.1~uORF:IOH11431	T-cell receptor alpha chain C region	0.34212780568156465
Hs~Ref:NM_015607.2~uORF:IOH41553	Uncharacterized protein C1orf77	0.34232130996047616
Hs~MGC:BC044585.1~uORF:IOH26894	ROD1 regulator of differentiation 1 (S. pombe) (ROD1)	0.3424310867660021
Hs~MGC:BC015244.1~uORF:IOH21465	MAD2 mitotic arrest deficient-like 2 (yeast) (MAD2L2)	0.34248418202866626
Hs~Ref:NM_002749.2~uORF:IOH13115	mitogen-activated protein kinase 7 (MAPK7), transcript variant 3	0.3424980432393995
Hs~MGC:BC014181.1~uORF:IOH12954	coenzyme Q6 homolog, monooxygenase (S. cerevisiae) (COQ6)	0.34251874107612884
Hs~Ref:NM_023940.1~uORF:IOH6072	RAS-like, family 11, member B (RASL11B)	0.3425382366833416
Hs~MGC:BC010240.1~uORF:IOH10210	cathepsin B (CTSB)	0.34257838524946704
Hs~Ref:NM_005572.1~uORF:IOH3580	lamin A/C (LMNA), transcript variant 2	0.3428950716435789
Hs~MGC:BC003548.1~uORF:IOH4864	polymerase (DNA directed), lambda (POLL)	0.34294350509573973
Hs~MGC:BC007224.1~uORF:IOH6896	Polypeptide N-acetylgalactosaminyltransferase 10	0.3430520289499988
Hs~Ref:NM_006930.2~uORF:IOH11897	S-phase kinase-associated protein 1A (p19A) (SKP1A), transcript variant 1	0.3430821761050027
Hs~MGC:BC022253.1~uORF:IOH13441	solute carrier family 6, member 15 (SLC6A15)	0.34313229849535226
Hs~Ref:NM_001786.2~uORF:IOH14583	cell division cycle 2, G1 to S and G2 to M (CDC2), transcript variant 1	0.3432246327728309
Hs~MGC:BC026039.1~uORF:IOH40656	mitochondrial GTPase 1 homolog (S. cerevisiae) (MTG1)	0.34326607743275017
Hs~Ref:NM_145250.1~uORF:IOH11197	ribonuclease, RNase A family, 11 (non-active) (RNASE11)	0.34339261586416414
Hs~Ref:NM_172201.1~uORF:IOH44398	Potassium voltage-gated channel subfamily E member 2	0.3434327923826877
Hs~MGC:BC021092.1~uORF:IOH13243	zinc finger, FYVE domain containing 19 (ZFYVE19)	0.34354004358776363
Hs~Ref:NM_002572.1~uORF:IOH3561	platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa (PAFAH1B2)	0.34357569778969815
Hs~MGC:BC015066.1~uORF:IOH13784	core-binding factor, runt domain, alpha subunit 2; translocated to, 2 (CBFA2T2)	0.3436227505622803
Hs~Ref:NM_015922.1~uORF:IOH4468	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	0.3436341553251615
Hs~MGC:BC021090.1~uORF:IOH13218	scinderin (SCIN)	0.34368599998642174
Hs~MGC:BC029510.1~uORF:IOH22576	3-hydroxyanthranilate 3,4-dioxygenase (HAAO)	0.3437595564718196
Hs~Ref:NM_031472.1~uORF:IOH5640	tRNA phosphotransferase 1 (TRPT1), transcript variant 2	0.34393738846358507
Hs~Ref:NM_152724.2~uORF:IOH45576	Ras suppressor protein 1	0.3439831569714121
Hs~Ref:NM_153031.1~uORF:IOH40991	hypothetical protein LOC150538 (FLJ32063)	0.3440193533952798
Hs~Ref:NM_198467.1~uORF:IOH40427	round spermatid basic protein 1-like (RSBN1L)	0.344047529359366
Hs~Ref:NM_004545.1~uORF:IOH9964	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa (NDUFB1)	0.3441011587462109
Hs~Ref:NM_002429.3~uORF:IOH26664	matrix metallopeptidase 19 (MMP19), transcript variant 1	0.3441149810493602
Hs~MGC:BC051843.1~uORF:IOH27014	microtubule-associated protein 4 (MAP4)	0.34412640366583597
Hs~MGC:BC012926.1~uORF:IOH9695	EPS8-like 3 (EPS8L3)	0.34414908214022594
Hs~MGC:BC000954.1~uORF:IOH3033	chromobox homolog 3 (HP1 gamma homolog, Drosophila) (CBX3)	0.34424252308893655
Hs~Ref:NM_014596.3~uORF:IOH12855	zinc ribbon domain containing 1 (ZNRD1), transcript variant b	0.34427352953960944
Hs~Ref:NM_024790.2~uORF:IOH13277	centrosome and spindle pole associated protein 1 (CSPP1), transcript variant 2	0.3442932207192746
Hs~Ref:NM_006263.1~uORF:IOH3647	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) (PSME1), transcript variant 1	0.3443970181983005
Hs~MGC:NM_014089.2~uORF:IOH4601	nucleoporin like 1 (NUPL1), transcript variant 1	0.3444502294986552
Hs~Ref:NM_032328.1~uORF:IOH7232	EF-hand calcium binding domain 2 (EFCAB2)	0.3445329008575818
Hs~Ref:NM_020376.2~uORF:IOH14746	patatin-like phospholipase domain containing 2 (PNPLA2)	0.34453793480319217
Hs~Ref:NM_004866.2~uORF:IOH12951	secretory carrier membrane protein 1 (SCAMP1)	0.34485530345625176
Hs~MGC:BC050704.1~uORF:IOH27028	doublecortin domain containing 2 (DCDC2)	0.3449454517070101
Hs~MGC:BC006005.1~uORF:IOH7509	unconventional SNARE in the ER 1 homolog (S. cerevisiae) (USE1)	0.34496242676947925
Hs~Ref:NM_003617.2~uORF:IOH23200	regulator of G-protein signaling 5 (RGS5)	0.345079225339127
Hs~Ref:NM_020666.2~CAT:PV3839	CDC-like kinase 4 (CLK4)	0.3451182730083185
Hs~Ref:NM_207005.1~uORF:IOH45744	upstream transcription factor 1 (USF1), transcript variant 2	0.34549750103501903
Hs~Ref:NM_024678.2~uORF:IOH6715	Probable asparaginyl-tRNA synthetase, mitochondrial	0.34550395112297005
Hs~Ref:NM_004450.1~uORF:IOH14288	enhancer of rudimentary homolog (Drosophila) (ERH)	0.34553502934138824
Hs~Ref:NM_001010874.2~uORF:IOH44524	steroid 5 alpha-reductase 2-like 2 (SRD5A2L2)	0.3455567053969572
Hs~Ref:NM_016457.3~CAT:PV3758	protein kinase D2 (PRKD2), transcript variant 1	0.3455837250185469
Hs~MGC:BC025307.1~uORF:IOH14776	Serine/threonine-protein kinase D2	0.3456387712754562
Hs~Ref:NM_052936.2~uORF:IOH42076	ATG4 autophagy related 4 homolog A (S. cerevisiae) (ATG4A), transcript variant 1	0.3456974556065578
Hs~MGC:BC033886.2~uORF:IOH27178	germ cell-less homolog 1 (Drosophila)-like (GMCL1L)	0.345718871863911
Hs~MGC:NM_002791.1~uORF:IOH4917	proteasome (prosome, macropain) subunit, alpha type, 6 (PSMA6)	0.34580616499515254
Hs~Ref:NM_173065.1~uORF:IOH40989	interleukin 28 receptor, alpha (interferon, lambda receptor) (IL28RA), transcript variant 3	0.34582689227713703
Hs~MGC:BC037219.1~uORF:IOH28669	epidermal retinal dehydrogenase 2 (RDHE2)	0.34597047767419753
Hs~MGC:XM_291436.1~uORF:IOH28529	Olfactory receptor 14K1	0.3459769802708411
Hs~Ref:NM_030662.2~CAT:PV3615	mitogen-activated protein kinase kinase 2 (MAP2K2)	0.34610071667981196
Hs~MGC:BC070146.1~uORF:IOH40806	zinc finger protein 28 (ZNF28)	0.3464931899403431
Hs~Ref:NM_030773.1~uORF:IOH21834	tubulin, beta 1 (TUBB1)	0.346515516396553
Hs~Ref:NM_006453.2~uORF:IOH10246	transducin (beta)-like 3 (TBL3)	0.34666932850684135
Hs~Ref:NM_001584.1~uORF:IOH22675	metallophosphoesterase domain containing 2 (MPPED2)	0.3468964135513926
Hs~Ref:NM_007194.2~uORF:IOH21145	CHK2 checkpoint homolog (S. pombe) (CHEK2), transcript variant 1	0.34692706420447145
Hs~MGC:BC012472.1~uORF:IOH11069	ubiquitin D (UBD)	0.3472472834893379
Hs~MGC:BC027478.1~uORF:IOH22847	ADAMTS-like 4 (ADAMTSL4)	0.3473105651616861
Hs~Ref:NM_025061.2~uORF:IOH10684	Leucine-rich repeat-containing protein 8E	0.3473249381918058
Hs~Ref:NM_024508.3~uORF:IOH45853	zinc finger, BED-type containing 2 (ZBED2)	0.34738840222622097
Hs~Ref:NM_001169.2~uORF:IOH43240	aquaporin 8 (AQP8)	0.3474009782549126
Hs~Ref:NM_018423.1~N/A	serine/threonine/tyrosine kinase 1 (STYK1)	0.34743690369690433
Hs~Ref:NM_005105.2~uORF:IOH10383	RNA binding motif protein 8A (RBM8A)	0.3474808589329601
Hs~Ref:NM_002194.2~uORF:IOH10347	inositol polyphosphate-1-phosphatase (INPP1)	0.34753558092963566
Hs~MGC:BC008605.1~uORF:IOH3330	glyoxalase domain containing 4 (GLOD4)	0.347570164380401
Hs~Ref:NM_003374.1~uORF:IOH7514	voltage-dependent anion channel 1 (VDAC1)	0.34757163778752076
Hs~Ref:NM_000963.1~uORF:IOH11237	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) (PTGS2)	0.34763106335426985
Hs~MGC:BC032954.2~uORF:IOH22415	protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform (PPP2R2C)	0.347683394040649
Hs~Ref:NM_003318.3~CAT:PV3792	TTK protein kinase (TTK)	0.3476880662095047
Hs~Ref:NM_078467.1~uORF:IOH4470	Cyclin-dependent kinase inhibitor 1	0.34777184425689517
Hs~MGC:BC074965.2~uORF:IOH61950	Interferon alpha-4	0.3478563012572432
Hs~Ref:NM_032318.1~uORF:IOH6525	hippocampus abundant gene transcript-like 2 (HIATL2)	0.347906574958302
Hs~Ref:NM_001011700.1~uORF:IOH54583	Mitochondrial coiled-coil domain protein 1	0.3479121772953958
Hs~Ref:NM_184237.1~uORF:IOH41717	RNA binding motif protein 39 (RBM39), transcript variant 3	0.3480309575206578
Hs~Ref:NM_021107.1~uORF:IOH6073	mitochondrial ribosomal protein S12 (MRPS12), nuclear gene encoding mitochondrial protein, transcript variant 1	0.3481166624083402
Hs~Ref:NM_001002244.1~uORF:IOH45898	Anaphase-promoting complex subunit 11	0.34815314001193154
Hs~Ref:NM_199294.1~uORF:IOH23127	apoptosis-inducing, TAF9-like domain 1 (APITD1), transcript variant A	0.34823747487712536
Hs~MGC:NM_173509.2~uORF:IOH14185	UPF0417 protein FAM163A	0.34833801289033517
Hs~MGC:BC042970.1~uORF:IOH25849	coactosin-like 1 (Dictyostelium) (COTL1)	0.34836823909128073
Hs~Ref:NM_021128.3~uORF:IOH58928	DNA-directed RNA polymerases I, II, and III subunit RPABC5	0.34852133819088077
Hs~MGC:BC035006.2~uORF:IOH27161	forty-two-three domain containing 1 (FYTTD1)	0.3485900168799267
Hs~MGC:BC002704.1~uORF:IOH5332	signal transducer and activator of transcription 1, 91kDa (STAT1)	0.3485985780644607
Hs~Ref:NM_032360.1~uORF:IOH6003	acyl-Coenzyme A binding domain containing 6 (ACBD6)	0.3487524717241359
Hs~MGC:BC014501.1~uORF:IOH27915	four and a half LIM domains 3 (FHL3)	0.34889914662932303
Hs~Ref:NM_006903.3~uORF:IOH45750	pyrophosphatase (inorganic) 2 (PPA2), nuclear gene encoding mitochondrial protein, transcript variant 2	0.34894562528966205
Hs~Ref:NM_012247.3~uORF:IOH3018	selenophosphate synthetase 1 (SEPHS1)	0.3490783247619966
Hs~Ref:NM_138492.1~uORF:IOH11385	PRELI domain-containing protein 2	0.3490835799537857
Hs~MGC:BC004969.1~uORF:IOH5105	cDNA clone IMAGE:2906290, complete cds	0.34909099113742537
Hs~MGC:BC000553.1~uORF:IOH4163	phospholipase D family, member 3 (PLD3)	0.3491753213579076
Hs~MGC:BC007888.1~uORF:IOH29315	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa (EIF2S2)	0.3492807122440415
Hs~Ref:NM_172070.2~uORF:IOH38243	zinc finger protein 650 (ZNF650)	0.3492844674169295
Hs~MGC:BC005914.1~uORF:IOH7475	Sp2 transcription factor (SP2)	0.3493390631578995
Hs~MGC:BC040177.2~uORF:IOH28709	protein phosphatase 1H (PP2C domain containing) (PPM1H)	0.349463156125359
Hs~MGC:BC002778.1~uORF:IOH5313	Myosin light chain 2, lymphocyte-specific	0.34952008289556874
Hs~MGC:BC005373.1~uORF:IOH7181	mitochondrial ribosomal protein S18B (MRPS18B)	0.34964778721985873
Hs~MGC:BC011418.1~uORF:IOH9706	retinol saturase (all-trans-retinol 13,14-reductase) (RETSAT)	0.34966312663976956
Hs~MGC:BC022893.1~uORF:IOH13672	potassium channel tetramerisation domain containing 6 (KCTD6)	0.3496943613516216
Hs~Ref:NM_001011538.1~uORF:IOH39826	similar to 60S ribosomal protein L21 (LOC402176)	0.3497817650002035
Hs~MGC:BC046634.2~uORF:IOH25856	tubulin, gamma complex associated protein 3 (TUBGCP3)	0.3499229528795721
Hs~Ref:NM_031361.1~uORF:IOH4674	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein (COL4A3BP), transcript variant 2	0.34999675116254064
Hs~MGC:BC052303.1~uORF:IOH28113	Rho GTPase activating protein 4 (ARHGAP4)	0.3500819923037432
Hs~MGC:BC010175.1~uORF:IOH13983	ubiquitin-conjugating enzyme E2A (RAD6 homolog) (UBE2A)	0.35015272822393884
Hs~Ref:NM_133341.1~uORF:IOH42565	RAD17 homolog (S. pombe) (RAD17), transcript variant 4	0.3501637915174025
Hs~Ref:NM_001006624.1~uORF:IOH58664	Podoplanin	0.3502646567014141
Hs~Ref:NM_005639.1~uORF:IOH29114	synaptotagmin I (SYT1)	0.35041075351246953
Hs~Ref:NM_000167.1~uORF:IOH27543	glycerol kinase (GK), transcript variant 2	0.35055735959976986
