id	position	name	GSM2522610	GSM2522611	GSM2522612	GSM2522613	GSM2522618	GSM2522666	GSM2522667	GSM2522668	GSM2522669	GSM2522670	description
B12R07C13	12-13-7	Hs~MGC:BC022983.1~uORF:IOH10747	1027	308	1085	501	458	391	1920	1201	1485	-12	ligand of numb-protein X 1 (LNX1)
B12R07C14	12-14-7	Hs~MGC:BC022983.1~uORF:IOH10747	2435	479	1188	502	505	-22	1819	1109	1585	114	ligand of numb-protein X 1 (LNX1)
B12R07C15	12-15-7	Hs~Ref:NM_006453.2~uORF:IOH10246	2930	828	777	436	331	-12	873	419	1202	185	transducin (beta)-like 3 (TBL3)
B12R07C16	12-16-7	Hs~Ref:NM_006453.2~uORF:IOH10246	3099	681	775	493	348	9	894	364	1127	76	transducin (beta)-like 3 (TBL3)
B12R07C17	12-17-7	Hs~MGC:BC020981.1~uORF:IOH10388	3367	945	1755	999	684	452	4825	785	1877	-20	General transcription factor 3C polypeptide 2
B12R07C18	12-18-7	Hs~MGC:BC020981.1~uORF:IOH10388	3366	1039	1699	972	842	465	4437	861	1842	113	General transcription factor 3C polypeptide 2
B12R07C19	12-19-7	Hs~Ref:NM_018270.3~uORF:IOH14702	2409	1183	1816	3395	1712	2269	4372	1283	2533	518	MRG-binding protein
B12R07C20	12-20-7	Hs~Ref:NM_018270.3~uORF:IOH14702	2565	1078	1786	3438	1688	2235	4545	1312	2544	603	MRG-binding protein
B12R08C03	12-3-8	Hs~MGC:BC066935.1~uORF:IOH61468	1478	654	423	354	339	166	465	345	808	154	Uncharacterized protein C8orf41
B12R08C04	12-4-8	Hs~MGC:BC066935.1~uORF:IOH61468	1503	545	491	336	264	118	431	365	944	226	Uncharacterized protein C8orf41
B12R08C07	12-7-8	Hs~Ref:NM_006948.1~uORF:IOH22345	481	1070	885	634	549	559	3030	1106	1820	446	stress 70 protein chaperone, microsome-associated, 60kDa (STCH)
B12R08C08	12-8-8	Hs~Ref:NM_006948.1~uORF:IOH22345	1579	1040	775	628	553	564	3025	1086	1697	442	stress 70 protein chaperone, microsome-associated, 60kDa (STCH)
B12R08C09	12-9-8	Hs~Ref:NM_015510.2~uORF:IOH5674	961	880	956	645	495	262	1155	659	1304	7	Dehydrogenase/reductase SDR family member 7B
B12R08C10	12-10-8	Hs~Ref:NM_015510.2~uORF:IOH5674	890	864	1045	600	468	89	1078	702	1104	367	Dehydrogenase/reductase SDR family member 7B
B12R08C11	12-11-8	Hs~MGC:BC022237.1~uORF:IOH21440	842	617	2067	275	454	-53	995	1182	1011	66	ubiquitin-conjugating enzyme E2O (UBE2O)
B12R08C12	12-12-8	Hs~MGC:BC022237.1~uORF:IOH21440	854	576	1949	199	462	-376	1069	171	1116	-40	ubiquitin-conjugating enzyme E2O (UBE2O)
B12R08C13	12-13-8	Hs~MGC:BC018928.1~uORF:IOH12116	2224	1881	2687	2194	1746	5017	2471	2085	4	-4	SEC24 related gene family, member C (S. cerevisiae) (SEC24C)
B12R08C14	12-14-8	Hs~MGC:BC018928.1~uORF:IOH12116	2874	1881	2867	2175	1583	4801	2444	2209	30	-2	SEC24 related gene family, member C (S. cerevisiae) (SEC24C)
B12R08C15	12-15-8	Hs~MGC:BC022471.1~uORF:IOH11199	2833	1524	2343	1189	768	1628	7778	1301	3320	12	myelin-associated oligodendrocyte basic protein (MOBP)
B12R08C16	12-16-8	Hs~MGC:BC022471.1~uORF:IOH11199	3047	1382	2247	1364	912	402	7706	1256	3134	466	myelin-associated oligodendrocyte basic protein (MOBP)
B12R08C17	12-17-8	Hs~Ref:NM_080739.1~uORF:IOH11067	949	824	1074	763	521	253	1439	790	1298	537	chromosome 20 open reading frame 141 (C20orf141)
B12R08C18	12-18-8	Hs~Ref:NM_080739.1~uORF:IOH11067	1085	915	1178	727	567	-20	1393	769	2565	-37	chromosome 20 open reading frame 141 (C20orf141)
B12R08C19	12-19-8	Hs~Ref:NM_052950.2~uORF:IOH13317	1147	877	2194	743	849	571	1396	672	3138	401	WD repeat and FYVE domain containing 2 (WDFY2)
B12R08C20	12-20-8	Hs~Ref:NM_052950.2~uORF:IOH13317	1136	740	2102	832	857	607	1460	719	3175	349	WD repeat and FYVE domain containing 2 (WDFY2)
B12R08C21	12-21-8	Hs~MGC:BC011906.1~uORF:IOH12531	6116	2665	2721	4535	2544	2997	3167	3509	4006	1126	iron-sulfur cluster scaffold homolog (E. coli) (ISCU)
B12R08C22	12-22-8	Hs~MGC:BC011906.1~uORF:IOH12531	5582	2766	2745	4394	2522	2553	3180	3188	4204	489	iron-sulfur cluster scaffold homolog (E. coli) (ISCU)
B12R09C01	12-1-9	Hs~Ref:NM_022776.3~uORF:IOH40437	6661	6342	3329	1585	2960	3047	9938	1391	11120	1627	oxysterol binding protein-like 11 (OSBPL11)
B12R09C02	12-2-9	Hs~Ref:NM_022776.3~uORF:IOH40437	6965	6588	2903	1639	2904	2985	9805	1470	13768	2046	oxysterol binding protein-like 11 (OSBPL11)
B12R09C03	12-3-9	Hs~Ref:NM_032875.1~uORF:IOH40622	534	278	512	339	259	230	925	449	680	143	F-box and leucine-rich repeat protein 20 (FBXL20)
B12R09C04	12-4-9	Hs~Ref:NM_032875.1~uORF:IOH40622	563	310	616	326	208	230	958	425	621	235	F-box and leucine-rich repeat protein 20 (FBXL20)
B12R09C05	12-5-9	Hs~MGC:BC068071.1~uORF:IOH40780	531	207	555	410	174	58	595	327	413	21	chromosome 19 open reading frame 39 (C19orf39)
B12R09C06	12-6-9	Hs~MGC:BC068071.1~uORF:IOH40780	492	953	491	403	167	440	572	400	420	36	chromosome 19 open reading frame 39 (C19orf39)
B12R09C07	12-7-9	Hs~MGC:BC070189.1~uORF:IOH40809	602	412	643	347	274	243	883	444	920	41	FK506 binding protein 6, 36kDa pseudogene (LOC541473)
B12R09C08	12-8-9	Hs~MGC:BC070189.1~uORF:IOH40809	1201	347	635	398	325	405	857	460	946	184	FK506 binding protein 6, 36kDa pseudogene (LOC541473)
B12R09C09	12-9-9	Hs~Ref:NM_024749.1~uORF:IOH27040	2226	252	530	325	223	52	568	559	548	144	Vasohibin-2
B12R09C10	12-10-9	Hs~Ref:NM_024749.1~uORF:IOH27040	474	242	523	335	213	-26	497	522	429	104	Vasohibin-2
B12R09C11	12-11-9	Hs~MGC:NM_178540.2~uORF:IOH26200	481	625	664	580	250	191	651	503	837	168	C1q and tumor necrosis factor related protein 9 (C1QTNF9)
B12R09C12	12-12-9	Hs~MGC:NM_178540.2~uORF:IOH26200	425	532	693	762	230	233	585	576	960	168	C1q and tumor necrosis factor related protein 9 (C1QTNF9)
B12R09C13	12-13-9	Hs~Ref:NM_016135.1~uORF:IOH26043	533	778	716	400	318	-10	896	528	2159	195	ets variant gene 7 (TEL2 oncogene) (ETV7)
B12R09C14	12-14-9	Hs~Ref:NM_016135.1~uORF:IOH26043	859	539	687	327	330	20	969	560	2180	74	ets variant gene 7 (TEL2 oncogene) (ETV7)
B12R09C15	12-15-9	Hs~MGC:NM_182494.1~uORF:IOH26292	195	301	503	324	77	35	309	308	534	26	family with sequence similarity 26, member A (FAM26A)
B12R09C16	12-16-9	Hs~MGC:NM_182494.1~uORF:IOH26292	506	434	597	291	86	76	311	298	203	7	family with sequence similarity 26, member A (FAM26A)
B12R09C17	12-17-9	Hs~MGC:BC009506.1~uORF:IOH12068	1891	1177	1408	1153	934	-10	2164	1378	5303	1793	TIP41, TOR signaling pathway regulator-like (S. cerevisiae) (TIPRL)
B12R09C18	12-18-9	Hs~MGC:BC009506.1~uORF:IOH12068	1883	1261	1521	1087	1061	1330	2081	1352	5062	1913	TIP41, TOR signaling pathway regulator-like (S. cerevisiae) (TIPRL)
B12R09C19	12-19-9	Hs~MGC:BC012109.1~uORF:IOH12380	5820	5069	8893	10118	12174	6579	14415	65453	8673	3748	homer homolog 2 (Drosophila) (HOMER2)
B12R09C20	12-20-9	Hs~MGC:BC012109.1~uORF:IOH12380	5899	5047	8943	10796	11567	6929	14170	65471	8691	3835	homer homolog 2 (Drosophila) (HOMER2)
B12R09C21	12-21-9	Hs~Ref:NM_022780.2~uORF:IOH13276	1819	1055	1586	1315	1165	1674	3046	982	2733	680	required for meiotic nuclear division 5 homolog A (S. cerevisiae) (RMND5A)
B12R09C22	12-22-9	Hs~Ref:NM_022780.2~uORF:IOH13276	2150	1039	1648	1391	1057	1576	2762	952	2660	667	required for meiotic nuclear division 5 homolog A (S. cerevisiae) (RMND5A)
B12R10C01	12-1-10	Hs~Ref:NM_020384.1~uORF:IOH12584	1643	975	1558	883	788	1114	2823	950	2822	668	claudin 2 (CLDN2)
B12R10C02	12-2-10	Hs~Ref:NM_020384.1~uORF:IOH12584	1528	1002	1494	1893	754	1024	2915	940	191	599	claudin 2 (CLDN2)
B12R10C03	12-3-10	Hs~MGC:BC057243.1~uORF:IOH29436	523	670	550	499	313	486	777	483	272	349	N-acetylated alpha-linked acidic dipeptidase-like 2 (NAALADL2)
B12R10C04	12-4-10	Hs~MGC:BC057243.1~uORF:IOH29436	459	447	557	338	287	565	726	475	773	293	N-acetylated alpha-linked acidic dipeptidase-like 2 (NAALADL2)
B12R10C09	12-9-10	Hs~MGC:BC013928.1~uORF:IOH27869	1252	1240	853	602	982	-7	1037	1521	2037	381	ferritin, light polypeptide (FTL)
B12R10C10	12-10-10	Hs~MGC:BC013928.1~uORF:IOH27869	940	1338	861	632	953	355	1093	1554	1943	491	ferritin, light polypeptide (FTL)
B12R11C21	12-21-11	Hs~MGC:BC042195.1~uORF:IOH28766	324	402	495	392	1444	311	764	451	420	79	malonyl CoA:ACP acyltransferase (mitochondrial) (MCAT)
B12R11C22	12-22-11	Hs~MGC:BC042195.1~uORF:IOH28766	770	401	555	461	158	320	652	322	213	33	malonyl CoA:ACP acyltransferase (mitochondrial) (MCAT)
B12R12C01	12-1-12	Hs~MGC:BC057810.1~uORF:IOH29262	365	337	295	272	127	1751	476	265	36	237	tubulin, alpha 3d (TUBA3D)
B12R12C02	12-2-12	Hs~MGC:BC057810.1~uORF:IOH29262	407	97	246	329	141	437	436	367	15	263	tubulin, alpha 3d (TUBA3D)
B12R12C05	12-5-12	Hs~MGC:BC052805.1~uORF:IOH29378	2175	5701	5303	4951	7220	1745	2483	4185	3523	1919	erythrocyte membrane protein band 4.9 (dematin) (EPB49)
B12R12C06	12-6-12	Hs~MGC:BC052805.1~uORF:IOH29378	2087	6272	4803	5000	6956	1753	2407	4032	3486	1889	erythrocyte membrane protein band 4.9 (dematin) (EPB49)
B12R12C07	12-7-12	Hs~Ref:NM_173519.1~uORF:IOH27342	3446	693	754	899	679	2250	1382	2009	3742	474	retinaldehyde binding protein 1-like 1 (RLBP1L1)
B12R12C08	12-8-12	Hs~Ref:NM_173519.1~uORF:IOH27342	3887	2400	708	892	715	2288	1415	1876	4268	503	retinaldehyde binding protein 1-like 1 (RLBP1L1)
B12R12C09	12-9-12	Hs~MGC:BC047870.1~uORF:IOH26949	1281	1321	818	570	513	406	1274	750	594	17	src kinase associated phosphoprotein 1 (SKAP1)
B12R12C10	12-10-12	Hs~MGC:BC047870.1~uORF:IOH26949	866	1168	896	618	466	-34	1174	641	833	257	src kinase associated phosphoprotein 1 (SKAP1)
B12R12C11	12-11-12	Hs~Ref:NM_021038.3~uORF:IOH26398	1644	1636	1700	1344	1045	310	4543	1303	2112	800	muscleblind-like (Drosophila) (MBNL1), transcript variant 1
B12R12C12	12-12-12	Hs~Ref:NM_021038.3~uORF:IOH26398	1662	1479	1685	1359	1039	1464	4278	1336	2586	775	muscleblind-like (Drosophila) (MBNL1), transcript variant 1
B12R12C13	12-13-12	Hs~Ref:NM_002558.2~uORF:IOH26134	997	908	1128	736	602	1143	1420	959	1972	505	purinergic receptor P2X, ligand-gated ion channel, 1 (P2RX1)
B12R12C14	12-14-12	Hs~Ref:NM_002558.2~uORF:IOH26134	904	925	1180	681	636	-2	1474	1069	709	569	purinergic receptor P2X, ligand-gated ion channel, 1 (P2RX1)
B12R12C15	12-15-12	Hs~MGC:BC098152.1~uORF:IOH63303	376	260	656	282	214	-3	704	315	193	91	Retinoic acid early transcript 1G protein
B12R12C16	12-16-12	Hs~MGC:BC098152.1~uORF:IOH63303	291	391	639	294	235	263	664	293	449	94	Retinoic acid early transcript 1G protein
B12R12C17	12-17-12	Hs~MGC:BC103660.1~uORF:IOH63319	1253	690	1187	675	432	741	1874	603	1532	572	Putative RNA-binding protein 15
B12R12C18	12-18-12	Hs~MGC:BC103660.1~uORF:IOH63319	1436	765	1156	686	501	296	1838	638	1895	555	Putative RNA-binding protein 15
B12R12C19	12-19-12	Hs~Ref:NM_145051.1~uORF:IOH12052	207	81	745	252	1742	103	359	269	283	140	ring finger protein 183 (RNF183)
B12R12C20	12-20-12	Hs~Ref:NM_145051.1~uORF:IOH12052	78	224	592	248	1841	3	373	253	151	103	ring finger protein 183 (RNF183)
B12R12C21	12-21-12	Hs~MGC:BC007681.2~uORF:IOH6233	424	378	812	515	781	570	700	679	606	47	Ras-related protein Rab-26
B12R12C22	12-22-12	Hs~MGC:BC007681.2~uORF:IOH6233	840	444	784	497	1561	552	633	674	483	408	Ras-related protein Rab-26
B12R13C01	12-1-13	Hs~MGC:BC032919.1~uORF:IOH23210	1704	691	1048	533	903	3205	1242	664	1144	285	2-oxoglutarate and iron-dependent oxygenase domain containing 1 (OGFOD1)
B12R13C02	12-2-13	Hs~MGC:BC032919.1~uORF:IOH23210	1719	740	1018	522	831	867	1233	659	929	302	2-oxoglutarate and iron-dependent oxygenase domain containing 1 (OGFOD1)
B12R13C03	12-3-13	Hs~MGC:BC033088.1~uORF:IOH23217	1510	2197	1714	2723	1442	396	3210	1810	3960	879	lamin A/C (LMNA)
B12R13C04	12-4-13	Hs~MGC:BC033088.1~uORF:IOH23217	1478	2207	1865	2717	1396	1934	3193	1944	3738	910	lamin A/C (LMNA)
B12R13C05	12-5-13	Hs~Ref:NM_014270.3~uORF:IOH12317	3016	708	1134	633	1002	1294	1179	941	773	304	solute carrier family 7 (cationic amino acid transporter, y+ system), member 9 (SLC7A9)
B12R13C06	12-6-13	Hs~Ref:NM_014270.3~uORF:IOH12317	2883	1659	1073	619	962	831	1155	914	1496	335	solute carrier family 7 (cationic amino acid transporter, y+ system), member 9 (SLC7A9)
B12R13C07	12-7-13	Hs~Ref:NM_001001550.1~uORF:IOH13204	2355	2457	2316	3740	1872	3262	11360	3448	3698	2694	growth factor receptor-bound protein 10 (GRB10), transcript variant 3
B12R13C08	12-8-13	Hs~Ref:NM_001001550.1~uORF:IOH13204	2257	2172	2353	3793	1735	3099	11729	3644	3338	2708	growth factor receptor-bound protein 10 (GRB10), transcript variant 3
B12R13C09	12-9-13	Hs~Ref:NM_133443.1~uORF:IOH40699	1844	1635	1733	1994	2639	1209	7416	3417	2170	1065	glutamic pyruvate transaminase (alanine aminotransferase) 2 (GPT2)
B12R13C10	12-10-13	Hs~Ref:NM_133443.1~uORF:IOH40699	1924	1688	1834	1910	2697	-44	7503	3366	2295	999	glutamic pyruvate transaminase (alanine aminotransferase) 2 (GPT2)
B12R13C11	12-11-13	Hs~Ref:NM_018894.1~uORF:IOH37773	566	605	632	1505	291	54	346	294	-5	93	EGF-containing fibulin-like extracellular matrix protein 1 (EFEMP1), transcript variant 2
B12R13C12	12-12-13	Hs~Ref:NM_018894.1~uORF:IOH37773	445	728	572	1641	265	-46	371	309	928	87	EGF-containing fibulin-like extracellular matrix protein 1 (EFEMP1), transcript variant 2
B12R13C13	12-13-13	Hs~MGC:BC053533.1~uORF:IOH39790	195	310	517	302	245	-14	439	316	391	13	MTERF domain containing 2 (MTERFD2)
B12R13C14	12-14-13	Hs~MGC:BC053533.1~uORF:IOH39790	500	172	244	285	232	125	459	331	254	398	MTERF domain containing 2 (MTERFD2)
B12R13C15	12-15-13	Hs~MGC:BC064518.1~uORF:IOH39887	609	499	775	412	471	56	900	437	358	283	CD40 molecule, TNF receptor superfamily member 5 (CD40)
B12R13C16	12-16-13	Hs~MGC:BC064518.1~uORF:IOH39887	600	485	743	401	511	653	866	423	943	-7	CD40 molecule, TNF receptor superfamily member 5 (CD40)
B12R13C17	12-17-13	Hs~MGC:BC022075.1~uORF:IOH10954	899	763	1099	584	764	10966	1545	659	1575	507	LysM, putative peptidoglycan-binding, domain containing 2 (LYSMD2)
B12R13C18	12-18-13	Hs~MGC:BC022075.1~uORF:IOH10954	947	821	1066	576	721	11333	1596	708	1555	496	LysM, putative peptidoglycan-binding, domain containing 2 (LYSMD2)
B12R13C19	12-19-13	Hs~Ref:NM_014380.1~uORF:IOH4519	23	608	503	656	736	644	1003	673	884	3202	nerve growth factor receptor (TNFRSF16) associated protein 1 (NGFRAP1), transcript variant 3
B12R13C20	12-20-13	Hs~Ref:NM_014380.1~uORF:IOH4519	448	558	492	669	1510	586	1000	684	744	3218	nerve growth factor receptor (TNFRSF16) associated protein 1 (NGFRAP1), transcript variant 3
B12R13C21	12-21-13	Hs~Ref:NM_030920.1~uORF:IOH2956	1319	345	422	510	1215	746	600	718	8308	135	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E (ANP32E)
B12R13C22	12-22-13	Hs~Ref:NM_030920.1~uORF:IOH2956	1372	370	406	542	1470	556	570	647	8112	-3	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E (ANP32E)
B12R14C01	12-1-14	Hs~Ref:NM_001009957.1~uORF:IOH57345	530	415	694	1073	566	500	726	353	828	256	Zinc finger protein 655
B12R14C02	12-2-14	Hs~Ref:NM_001009957.1~uORF:IOH57345	545	498	589	1064	475	414	780	372	-60	259	Zinc finger protein 655
B12R14C03	12-3-14	Hs~Ref:NM_001005473.1~uORF:IOH59368	822	874	1602	286	301	516	1544	572	189	387	Phosphatidylinositol-specific phospholipase C X domain-containing protein 3
B12R14C04	12-4-14	Hs~Ref:NM_001005473.1~uORF:IOH59368	819	869	1947	256	296	541	1574	572	1030	360	Phosphatidylinositol-specific phospholipase C X domain-containing protein 3
B12R14C05	12-5-14	Hs~Ref:NM_001008270.1~uORF:IOH59742	427	232	596	282	199	42	531	629	140	196	Peptidase S1 domain-containing protein LOC136242
B12R14C06	12-6-14	Hs~Ref:NM_001008270.1~uORF:IOH59742	431	245	624	309	291	2	595	546	147	202	Peptidase S1 domain-containing protein LOC136242
B12R14C07	12-7-14	Hs~Ref:NM_012217.2~uORF:IOH59766	989	427	596	627	374	515	1199	741	-25	248	Tryptase delta
B12R14C08	12-8-14	Hs~Ref:NM_012217.2~uORF:IOH59766	938	285	638	627	362	461	1256	666	-27	212	Tryptase delta
B12R14C11	12-11-14	Hs~Ref:NM_006792.2~uORF:IOH58223	1300	902	1290	579	733	179	1710	912	1089	356	mortality factor 4 (MORF4), mRNA.
B12R14C12	12-12-14	Hs~Ref:NM_006792.2~uORF:IOH58223	1364	762	1292	621	725	10	1596	866	2110	394	mortality factor 4 (MORF4), mRNA.
B12R14C13	12-13-14	Hs~MGC:NM_000461.3~uORF:IOH29857	317	668	720	302	213	167	938	412	620	58	Thyroid hormone receptor beta
B12R14C14	12-14-14	Hs~MGC:NM_000461.3~uORF:IOH29857	299	711	702	287	264	65	927	392	397	8	Thyroid hormone receptor beta
B12R14C15	12-15-14	Hs~Ref:NM_181268.1~uORF:IOH58697	436	214	724	351	314	376	637	437	271	25	CKLF-like MARVEL transmembrane domain containing 1 (CMTM1), transcript variant 18, mRNA.
B12R14C16	12-16-14	Hs~Ref:NM_181268.1~uORF:IOH58697	2044	471	865	435	243	65	638	527	147	303	CKLF-like MARVEL transmembrane domain containing 1 (CMTM1), transcript variant 18, mRNA.
B12R15C03	12-3-15	Hs~Ref:NM_030761.3~uORF:IOH29127	642	588	658	638	447	206	897	553	1340	393	wingless-type MMTV integration site family, member 4 (WNT4)
B12R15C04	12-4-15	Hs~Ref:NM_030761.3~uORF:IOH29127	536	531	840	632	423	224	1021	-11	624	368	wingless-type MMTV integration site family, member 4 (WNT4)
B12R15C05	12-5-15	Hs~Ref:NM_001216.1~uORF:IOH14740	524	484	1263	419	318	22	-2	-7	895	353	carbonic anhydrase IX (CA9)
B12R15C06	12-6-15	Hs~Ref:NM_001216.1~uORF:IOH14740	609	380	1466	500	301	-2	6	785	232	368	carbonic anhydrase IX (CA9)
B12R15C07	12-7-15	Hs~Ref:NM_017594.2~uORF:IOH5904	721	910	903	565	532	632	1305	936	1328	355	DIRAS family, GTP-binding RAS-like 2 (DIRAS2)
B12R15C08	12-8-15	Hs~Ref:NM_017594.2~uORF:IOH5904	824	675	1029	592	460	48	1391	702	1072	370	DIRAS family, GTP-binding RAS-like 2 (DIRAS2)
B12R15C09	12-9-15	Hs~Ref:NM_024430.1~uORF:IOH27423	1222	845	717	1010	298	367	688	497	224	362	proline-serine-threonine phosphatase interacting protein 2 (PSTPIP2)
B12R15C10	12-10-15	Hs~Ref:NM_024430.1~uORF:IOH27423	1212	709	661	1029	281	76	725	457	333	233	proline-serine-threonine phosphatase interacting protein 2 (PSTPIP2)
B12R15C11	12-11-15	Hs~MGC:BC040527.1~uORF:IOH27478	1235	1040	1264	636	455	1	1614	652	2400	600	coiled-coil domain containing 100 (CCDC100)
B12R15C12	12-12-15	Hs~MGC:BC040527.1~uORF:IOH27478	1335	1129	1265	720	460	-29	1481	681	1443	6	coiled-coil domain containing 100 (CCDC100)
B12R15C15	12-15-15	Hs~Ref:NM_004440.1~CAT:PV3689	158	133	397	300	298	-10	413	329	161	-4	Ephrin type-A receptor 7
B12R15C16	12-16-15	Hs~Ref:NM_004440.1~CAT:PV3689	-3	155	401	272	265	351	417	376	88	2	Ephrin type-A receptor 7
B12R15C17	12-17-15	Hs~Ref:NM_004409.2~CAT:PV3784	1195	454	290	656	505	-10	815	428	208	211	dystrophia myotonica-protein kinase (DMPK), transcript variant 2
B12R15C18	12-18-15	Hs~Ref:NM_004409.2~CAT:PV3784	571	521	261	618	514	70	812	433	1134	286	dystrophia myotonica-protein kinase (DMPK), transcript variant 2
B12R15C21	12-21-15	Hs~Ref:NM_016123.1~CAT:PV3362	672	275	973	321	127	22	681	397	408	70	interleukin-1 receptor-associated kinase 4 (IRAK4)
B12R15C22	12-22-15	Hs~Ref:NM_016123.1~CAT:PV3362	724	264	2611	286	124	369	639	402	295	-7	interleukin-1 receptor-associated kinase 4 (IRAK4)
B12R16C01	12-1-16	Hs~Ref:NM_000880.2~CAT_PHC0076	18971	2518	510	310	102	690	721	681	1006	653	interleukin 7 (IL7)
B12R16C02	12-2-16	Hs~Ref:NM_000880.2~CAT_PHC0076	19297	2510	565	848	203	820	703	669	1037	658	interleukin 7 (IL7)
B12R16C03	12-3-16	Hs~Ref:NM_002983.1~CAT_PHC1105	36	31	121	63	23	-32	212	67	197	73	chemokine (C-C motif) ligand 3 (CCL3)
B12R16C04	12-4-16	Hs~Ref:NM_002983.1~CAT_PHC1105	37	26	127	141	34	-18	204	1129	67	72	chemokine (C-C motif) ligand 3 (CCL3)
B12R16C07	12-7-16	Hs~Ref:NM_005416.1~uORF:IOH59847	904	746	1724	634	962	1292	1622	977	2379	395	Small proline-rich protein 3
B12R16C08	12-8-16	Hs~Ref:NM_005416.1~uORF:IOH59847	804	628	1622	635	904	1170	1572	1019	2614	374	Small proline-rich protein 3
B12R16C09	12-9-16	Hs~MGC:BC065912.1~uORF:IOH40442	1220	1513	2525	1286	1327	2060	1948	2011	1805	1117	Tyrosine-protein kinase ABL2
B12R16C10	12-10-16	Hs~MGC:BC065912.1~uORF:IOH40442	1315	1696	2474	1233	1392	2093	1974	1769	1761	1155	Tyrosine-protein kinase ABL2
B12R16C11	12-11-16	Hs~Ref:NM_182770.1~uORF:IOH53444	919	566	779	7660	600	-76	1129	698	1494	711	cAMP responsive element modulator (CREM), transcript variant 14, mRNA.
B12R16C12	12-12-16	Hs~Ref:NM_182770.1~uORF:IOH53444	1157	688	756	8102	606	0	1134	684	1172	637	cAMP responsive element modulator (CREM), transcript variant 14, mRNA.
B12R16C13	12-13-16	Hs~Ref:NM_002031.2~uORF:IOH56137	397	445	637	423	230	722	720	442	492	314	fyn-related kinase (FRK)
B12R16C14	12-14-16	Hs~Ref:NM_002031.2~uORF:IOH56137	370	442	682	359	222	17	734	457	452	306	fyn-related kinase (FRK)
B12R16C15	12-15-16	Hs~Ref:NM_020215.2~uORF:IOH28060	193	96	435	287	294	3	560	364	367	8	chromosome 14 open reading frame 132 (C14orf132)
B12R16C16	12-16-16	Hs~Ref:NM_020215.2~uORF:IOH28060	194	8	563	340	333	254	606	550	102	239	chromosome 14 open reading frame 132 (C14orf132)
B12R16C17	12-17-16	Hs~Ref:NM_020672.1~uORF:IOH5597	425	1003	1241	260	270	8493	594	1603	703	139	S100 calcium binding protein A14 (S100A14)
B12R16C18	12-18-16	Hs~Ref:NM_020672.1~uORF:IOH5597	429	1002	1244	254	320	8588	623	1504	650	130	S100 calcium binding protein A14 (S100A14)
B12R16C19	12-19-16	Hs~Ref:NM_005850.3~uORF:IOH5494	401	163	295	306	190	580	466	379	-83	464	splicing factor 3b, subunit 4, 49kDa (SF3B4)
B12R16C20	12-20-16	Hs~Ref:NM_005850.3~uORF:IOH5494	343	340	295	318	249	485	579	366	526	251	splicing factor 3b, subunit 4, 49kDa (SF3B4)
B12R16C21	12-21-16	Hs~Ref:NM_002923.1~uORF:IOH7121	623	664	1309	2486	608	2043	1727	603	86	354	regulator of G-protein signaling 2, 24kDa (RGS2)
B12R16C22	12-22-16	Hs~Ref:NM_002923.1~uORF:IOH7121	588	694	1419	2581	608	1482	1752	632	1692	372	regulator of G-protein signaling 2, 24kDa (RGS2)
B12R17C01	12-1-17	Hs~MGC:NM_170693.1~uORF:IOH14023	1967	437	1378	382	336	389	592	709	1462	251	serum/glucocorticoid regulated kinase 2 (SGK2), transcript variant 1
B12R17C02	12-2-17	Hs~MGC:NM_170693.1~uORF:IOH14023	737	514	1233	530	357	-10	654	703	1461	240	serum/glucocorticoid regulated kinase 2 (SGK2), transcript variant 1
B12R17C03	12-3-17	Hs~MGC:BC010931.1~uORF:IOH14302	529	194	124	1207	158	606	256	523	422	207	myocyte enhancer factor 2B (MEF2B)
B12R17C04	12-4-17	Hs~MGC:BC010931.1~uORF:IOH14302	180	145	134	265	145	167	262	376	434	169	myocyte enhancer factor 2B (MEF2B)
B12R17C05	12-5-17	Hs~MGC:BC010947.1~uORF:IOH14455	1719	425	521	359	214	151	4594	519	1224	280	signal recognition particle 19kDa (SRP19)
B12R17C06	12-6-17	Hs~MGC:BC010947.1~uORF:IOH14455	1805	434	528	352	68	483	5360	511	944	264	signal recognition particle 19kDa (SRP19)
B12R17C07	12-7-17	Hs~MGC:BC028725.2~uORF:IOH11761	1153	1755	320	274	211	316	485	389	331	225	ELMO/CED-12 domain containing 1 (ELMOD1)
B12R17C08	12-8-17	Hs~MGC:BC028725.2~uORF:IOH11761	1199	104	334	296	167	209	427	418	384	235	ELMO/CED-12 domain containing 1 (ELMOD1)
B12R17C09	12-9-17	Hs~MGC:NM_175738.2~uORF:IOH27507	640	102	2258	376	348	1250	419	798	310	303	RAB37, member RAS oncogene family (RAB37), transcript variant 3
B12R17C10	12-10-17	Hs~MGC:NM_175738.2~uORF:IOH27507	645	98	177	361	365	61	402	772	441	279	RAB37, member RAS oncogene family (RAB37), transcript variant 3
B12R17C11	12-11-17	Hs~MGC:NM_173607.2~uORF:IOH21621	154	55	454	201	423	190	296	541	420	39	chromosome 14 open reading frame 24 (C14orf24), transcript variant 1
B12R17C12	12-12-17	Hs~MGC:NM_173607.2~uORF:IOH21621	62	50	352	262	436	-17	226	605	148	30	chromosome 14 open reading frame 24 (C14orf24), transcript variant 1
